"Indices","Stock Code","Yh Code","Company Name","Website","Description"
"FTSE 250","SYNC","SYNC.L","SYNCONA LIMITED",https://www.synconaltd.com/,"Syncona is a FTSE250 company focused on investing in and building global leaders in life sciences. Its vision is to deliver transformational treatments to patients in truly innovative areas of healthcare while generating superior returns for shareholders.  //    //    //  "
"FTSE 250","SYNT","SYNT.L","SYNTHOMER PLC",https://www.synthomer.com/,"Synthomer is one of the world’s foremost suppliers of aqueous polymers and has leadership positions in many markets. Our polymers help customers create new products and enhance the performance of existing products in key industries such as coatings, construction, textiles, paper and synthetic latex gloves.  //  "
"FTSE 250","TALK","TALK.L","TALKTALK TELECOM GROUP PLC",https://www.talktalkgroup.com/,"TalkTalk is the UK&rsquo;s leading value for money connectivity provider. We believe that simple, affordable, reliable and fair connectivity should be&nbsp;available to everyone.  //  All our latest news, articles and blogs from the TalkTalk group.  //  "
"FTSE 250","TATE","TATE.L","TATE & LYLE PLC",https://www.tate.org.uk/,"Tate is a family of four art galleries in London, Liverpool and Cornwall known as Tate Modern, Tate Britain, Tate Liverpool and Tate St Ives. Tate art museum houses the UK&#39;s collection of British art from 1500 and of international modern art  //  Learn skills from casting to weaving, with art activities for adults and kids  //  Listen to the human stories behind art  //  "
"FTSE 250","TBCG","TBCG.L","TBC BANK GROUP PLC",https://www.tbcbankgroup.com/,"Home  //  
                By using our website, you agree to the use of cookies. Please read our cookie policy.
              //  
                                                    TBC Bank Group PLC  is  the UK-incorporated parent company of JSC TBC Bank and its subsidiaries, which is the largest banking group in  Georgia
                                                  //  "
"FTSE 250","TCAP","TCAP.L","TP ICAP PLC",https://tpicap.com/tpicap/,"READ MORE  //  CONTINUE  //  "
"FTSE 250","TEM","TEM.L","TEMPLETON EMERGING MARKETS IT PLC",https://www.temit.co.uk/,"Invest in Templeton Emerging Markets Investment Trust (TEMIT) and you access the dynamic growth potential of companies from some of the world’s fastest advancing economies such as China, Mexico, Taiwan and India.  //  This website uses cookies. You can read about the cookies that we use here.  Please accept the terms and conditions before continuing:  //  
                    [gateway-attention-terms]
                  //  "
"FTSE 250","TEP","TEP.L","TELECOM PLUS PLC",https://telecomplus.co.uk/,"Telecom Plus PLC trades as UW (Utility Warehouse) and is trusted by over 650,000 households and small businesses nationwide.  //  The UK's only genuine multiservice provider

Telecom Plus PLC trades as UW (Utility Warehouse) and is trusted by over 650,000 households and small businesses nationwide. 

Read our latest results and trading updates below. For more information, please email us.
&nbsp;  //  Click below to read our FY21 half year results
for the period ended 30 September 2020.  //  "
"FTSE 250","TIFS","TIFS.L","TI FLUID SYSTEMS PLC",https://www.tifluidsystems.com/?lang=en,"TI Fluid Systems is an automotive fluid systems, fuel tank and delivery systems manufacturer. We&#039;ve provided our technology around the world since 1922.  //  Auburn Hills, Michigan  //  +1 248 296 8000  //  "
"FTSE 250","TPK","TPK.L","TRAVIS PERKINS PLC",https://www.travisperkinsplc.co.uk/,"Our team of 30,000 colleagues operate from more than 2,000 branches, stores and sites around the UK.  //  COVID-19 information  //   The UK's largest distributor of building materials  //  "
"FTSE 250","TRIG","TRIG.L","THE RENEWABLES INFRASTRUCTURE GROUP",https://www.trig-ltd.com/,"TRIG is an investment company seeking to produce long-term, stable dividends, by investing in a portfolio of predominantly operational assets which generate electricity from renewable sources, with a focus on onshore wind farms and solar PV parks.  //  For TRIG’s Interim Report and Interim Results Webcast, click on the links:  //  
                                          Interim Report(H1 2020)
                                                              Interim Results Webcast(H1 2020)
                                                            //  "
"FTSE 250","TRN","TRN.L","TRAINLINE PLC",https://investors.thetrainline.com/,"Trainline is the world’s leading independent rail and coach travel platform.  //  Trainline is the world’s leading independent rail and coach travel platform.  //  Trainline is the world’s leading independent rail and coach travel platform selling rail and coach tickets to millions of travellers worldwide.  //  "
"FTSE 250","TRY","TRY.L","TR PROPERTY INV TST PLC",https://www.trproperty.com/,"  //  Click here for the Sept 2020 Interim Report  //  "
"FTSE 250","TUI","TUI.L","TUI AG",https://www.tuigroup.com/en-en,"TUI Group is the world’s number one tourism business: 1,600 travel agencies, 6 airlines with around 150 aircraft, over 300 hotels with 214,000 beds, 14 cruise liners  //  100% of the donation goes to educational programs in holiday destinations.  //  
Further information on the EGM.

  //  "
"FTSE 250","UDG","UDG.L","UDG HEALTHCARE PLC",https://www.udghealthcare.com/,"UDG Healthcare plc is a global leader in healthcare advisory, communications, commercial, clinical and packaging services.  //  Annual Report &amp; Accounts 2018   //  Download our Factsheet   //  "
"FTSE 250","UKCM","UKCM.L","UK COMMERCIAL PROPERTY REIT LIMITED",https://www.ukcpreit.com/,"Investing in a diversified portfolio of UK commercial properties, this trust aims to provide shareholders with an attractive level of income and capital growth  //  We use cookies to help improve your online experience. By using this site, you agree that we may store and access cookies on your device. You can change your cookie settings at any time.  //  
                {{item.label}}
                
                    {{item.value}}
                    {{item.unit}}
                
              //  "
"FTSE 250","UKW","UKW.L","GREENCOAT UK WIND PLC",https://www.greencoat-ukwind.com/,"Disclaimer  //  Access to these materials is restricted in certain jurisdictions. Please indicate your country of residence:  //  By clicking the "SUBMIT" button below you certify that you are an individual resident in the country you stipulated above.  //  "
"FTSE 250","ULE","ULE.L","ULTRA ELECTRONICS HOLDINGS PLC",https://www.ultra.group/,"Ultra Electronics specialises in providing application-engineered bespoke solutions for our customers’ mission critical situations.  //  This website stores data such as cookies to give you the best possible experience and run important site features such as analytics. You may alter your preferences at any time via our Cookie policy or accept the default settings.  //  This website has 2 types of cookies:  //  "
"FTSE 250","USA","USA.L","BAILLIE GIFFORD US GROWTH TRUST PLC",https://www.bailliegifford.com/en/uk/.../funds/baillie-gifford-us-growth-trust/,""
"FTSE 250","VCT","VCT.L","VICTREX PLC",https://www.victrexplc.com/,"Victrex is an innovative world leader in high performance polymer solutions, focused on the markets of automotive, aerospace, energy, electronics &amp; medical.  //  An innovative world leader in high performance polymer solutions  //  An innovative world leader in high performance polymer solutions  //  "
"FTSE 250","VEC","VEC.L","VECTURA GROUP PLC",https://www.vectura.com/,"See how we can support your inhaled development programme  //  Vectura  //  Tell us about your project, challenge or area of interest.  //  "
"FTSE 250","VEIL","VEIL.L","VIETNAM ENTERPRISE INVESTMENTS LIMI",https://www.veil-dragoncapital.com/,"Vietnam Enterprise Investments Limited (VEIL) is a closed-end fund trading on the Main Market of the London Stock Exchange.  //  Vietnam Enterprise Investments Limited  //  Vietnam Enterprise Investments Limited (VEIL) is a closed-end fund trading on the Main Market of the London Stock Exchange.  //  "
"FTSE 250","VMUK","VMUK.L","VIRGIN MONEY UK PLC",https://www.virginmoneyukplc.com/,"The new disruptive force in UK banking. Bringing together Clydesdale Bank, Yorkshire Bank and Virgin Money to create the UK&rsquo;s 6th largest bank.  //  We serve 6.4 million customers across the UK through a digital-first approach that offers leading online and mobile services, supported by telephone and branch banking, including a national network of branches and business banking centres.  //  
                                                
                                                    Learn more
                                                
                                                  //  "
